date,datetime,value,price,market_cap,total_volume,hash_rate_ths,transaction_volume,MA_10,MA_50,EMA_10,EMA_50,RSI_14,Bollinger_High,Bollinger_Low,Bollinger_Middle,MACD,MACD_Signal,MACD_Diff,EMA_Diff,Day,Month,Weekday,Quarter,Weekday_Sin,Weekday_Cos,Month_Sin,Month_Cos,Price_Lag_1,MarketCap_Lag_1,TotalVolume_Lag_1,HashRate_Lag_1,TransactionVolume_Lag_1,Price_Lag_2,MarketCap_Lag_2,TotalVolume_Lag_2,HashRate_Lag_2,TransactionVolume_Lag_2,Price_Lag_3,MarketCap_Lag_3,TotalVolume_Lag_3,HashRate_Lag_3,TransactionVolume_Lag_3,Price_Lag_5,MarketCap_Lag_5,TotalVolume_Lag_5,HashRate_Lag_5,TransactionVolume_Lag_5,Price_Lag_7,MarketCap_Lag_7,TotalVolume_Lag_7,HashRate_Lag_7,TransactionVolume_Lag_7,Target_Price,price_Lag_1,price_Lag_2,price_Lag_3,price_Lag_5,price_Lag_7,market_cap_Lag_1,market_cap_Lag_2,market_cap_Lag_3,market_cap_Lag_5,market_cap_Lag_7,total_volume_Lag_1,total_volume_Lag_2,total_volume_Lag_3,total_volume_Lag_5,total_volume_Lag_7,hash_rate_ths_Lag_1,hash_rate_ths_Lag_2,hash_rate_ths_Lag_3,hash_rate_ths_Lag_5,hash_rate_ths_Lag_7,transaction_volume_Lag_1,transaction_volume_Lag_2,transaction_volume_Lag_3,transaction_volume_Lag_5,transaction_volume_Lag_7
16/06/2024,2024-06-16 00:00:00+00:00,0.026375014,-0.292352533,-0.29718406,-0.994271771,0.305110802,-0.574544698,-0.13105729,-0.301425005,-0.176767066,-0.219834806,43.39540176,0.102655172,-0.333097287,-0.115221058,0.002411165,0.044779335,-0.04236817,-0.467598535,16,6,6,2,-4.00E-16,1.14624108,0.155351965,-1.276220466,-0.295850504,-0.296238454,-0.470719943,-1.10733556,-0.635187245,-0.232603566,-0.22714963,-0.410091927,-1.403632542,0.467853127,-0.104346029,-0.107587092,-0.178988065,-0.556636025,1.391055024,0.015315262,0.007806351,-0.781206357,-1.651920944,-0.551739001,0.021794837,0.015250225,-1.084766306,-0.125215271,1.660465912,-0.25985734,-0.306068372,-0.253375955,-0.136850318,-0.039861135,-0.053474893,-0.306482945,-0.248052443,-0.140183848,-0.047481048,-0.060207265,-0.470290246,-0.409275211,-0.178884054,-0.782313663,-1.094931374,-1.112767658,-1.406121822,-0.574951691,-1.650583626,-0.183812805,-0.638812161,0.466532723,1.393019425,-0.560023741,1.660704397
17/06/2024,2024-06-17 00:00:00+00:00,0.026196876,-0.25985734,-0.260774185,-1.0240094,-0.819413494,-0.724448575,-0.162738648,-0.296687708,-0.191874388,-0.221404317,45.31916934,0.098642573,-0.350121503,-0.125739465,-0.005279979,0.034767472,-0.040047451,-0.505653306,17,6,0,2,-2.47E-17,1.14624108,0.155351965,-1.276220466,-0.282080967,-0.286902704,-0.994821836,0.315781934,-0.57107208,-0.285734309,-0.28607114,-0.471133903,-1.107490132,-0.634363935,-0.222386464,-0.216872308,-0.409443081,-1.398696376,0.468653237,-0.153506569,-0.15572237,-0.087812617,-0.494218991,1.095083347,0.048385675,0.040830321,-1.092971365,-0.827186324,0.859721973,-0.271718504,-0.292352533,-0.306068372,-0.253375955,-0.205301351,-0.027553939,-0.29718406,-0.306482945,-0.248052443,-0.207707246,-0.035276797,-0.994271771,-0.470290246,-0.409275211,-0.08904045,-1.103146947,0.305110802,-1.112767658,-1.406121822,-0.52605933,-0.868305855,-0.574544698,-0.638812161,0.466532723,1.095927507,0.858489053
18/06/2024,2024-06-18 00:00:00+00:00,0.040656011,-0.271718504,-0.278135914,-0.418133961,-0.232705166,0.560367746,-0.184641434,-0.291443291,-0.2063915,-0.223377422,44.72170484,0.100412901,-0.36608288,-0.132834989,-0.012191823,0.025375613,-0.037567436,-0.540965384,18,6,1,2,1.327068616,0.473355113,0.155351965,-1.276220466,-0.249458556,-0.250348483,-1.024566297,-0.812897458,-0.720620721,-0.271904373,-0.276694114,-0.995346784,0.323864852,-0.570278331,-0.275763866,-0.276070168,-0.470475028,-1.101498605,-0.63181814,-0.083656389,-0.086807205,-0.17767184,-0.544553858,1.390537462,0.03576042,0.028308057,-0.772548711,-1.629438957,-0.556189016,-0.375008426,-0.25985734,-0.292352533,-0.306068372,-0.136850318,-0.039861135,-0.260774185,-0.29718406,-0.306482945,-0.140183848,-0.047481048,-1.0240094,-0.994271771,-0.470290246,-0.178884054,-0.782313663,-0.819413494,0.305110802,-1.112767658,-0.574951691,-1.650583626,-0.724448575,-0.574544698,-0.638812161,1.393019425,-0.560023741
19/06/2024,2024-06-19 00:00:00+00:00,0.015295286,-0.375008426,-0.381973744,0.014854769,-0.966090576,0.687048312,-0.216794787,-0.289437795,-0.237049123,-0.229323736,39.80087733,0.113085467,-0.397622985,-0.142268759,-0.025707799,0.015158931,-0.04086673,-0.609085977,19,6,2,2,1.327068616,-0.872416822,0.155351965,-1.276220466,-0.261366156,-0.267779042,-0.418551677,-0.224021253,0.561150897,-0.239138866,-0.239978276,-1.025097544,-0.811347721,-0.719758021,-0.261869725,-0.266649163,-0.994601788,0.334957288,-0.567834034,-0.202563822,-0.196899147,-0.408103051,-1.400246606,0.46915828,-0.133955326,-0.13609325,-0.08016281,-0.476200798,1.096724923,-0.390469734,-0.271718504,-0.25985734,-0.292352533,-0.253375955,-0.205301351,-0.278135914,-0.260774185,-0.29718406,-0.248052443,-0.207707246,-0.418133961,-1.0240094,-0.994271771,-0.409275211,-0.08904045,-0.232705166,-0.819413494,0.305110802,-1.406121822,-0.52605933,0.560367746,-0.724448575,-0.574544698,0.466532723,1.095927507
20/06/2024,2024-06-20 00:00:00+00:00,0.023577239,-0.390469734,-0.395786655,-0.697545748,-1.163618126,-0.056141422,-0.253086367,-0.283080802,-0.26494378,-0.235643187,39.10721255,0.121556203,-0.432586921,-0.155515359,-0.037237654,0.004679614,-0.041917268,-0.668681894,20,6,3,2,1.63E-16,-1.545302789,0.155351965,-1.276220466,-0.365060458,-0.372028535,0.014536519,-0.960116509,0.687531261,-0.251098698,-0.257485901,-0.418954589,-0.219062901,0.561422623,-0.228952105,-0.229761122,-1.02434766,-0.804300834,-0.717076979,-0.256333277,-0.256533996,-0.469128694,-1.098237401,-0.630093078,-0.063735288,-0.066810355,-0.169891424,-0.526341587,1.393271922,-0.395240243,-0.375008426,-0.271718504,-0.25985734,-0.306068372,-0.136850318,-0.381973744,-0.278135914,-0.260774185,-0.306482945,-0.140183848,0.014854769,-0.418133961,-1.0240094,-0.470290246,-0.178884054,-0.966090576,-0.232705166,-0.819413494,-1.112767658,-0.574951691,0.687048312,0.560367746,-0.724448575,-0.638812161,1.393019425
21/06/2024,2024-06-21 00:00:00+00:00,0.00517902,-0.395240243,-0.393415352,-0.541342821,-0.822797877,0.382531651,-0.288624278,-0.273070256,-0.288634046,-0.241901895,38.88204326,0.130334573,-0.461473844,-0.165569635,-0.046227208,-0.005501751,-0.040725458,-0.717033811,21,6,4,2,-1.327068616,-0.872416822,0.155351965,-1.276220466,-0.380582298,-0.385896208,-0.69802765,-1.15837392,-0.053897295,-0.355247847,-0.362196311,0.014225321,-0.959418926,0.687744718,-0.24096746,-0.24735086,-0.418304287,-0.209905292,0.562074538,-0.242337085,-0.247043447,-0.993201314,0.361473757,-0.566179907,-0.183272339,-0.177489746,-0.399987706,-1.378735009,0.468484561,-0.454340098,-0.390469734,-0.375008426,-0.271718504,-0.292352533,-0.253375955,-0.395786655,-0.381973744,-0.278135914,-0.29718406,-0.248052443,-0.697545748,0.014854769,-0.418133961,-0.994271771,-0.409275211,-1.163618126,-0.966090576,-0.232705166,0.305110802,-1.406121822,-0.056141422,0.687048312,0.560367746,-0.574544698,0.466532723
22/06/2024,2024-06-22 00:00:00+00:00,-0.002352634,-0.454340098,-0.455096807,-0.588600836,-0.236379639,1.029199731,-0.313528152,-0.2655224,-0.318762419,-0.250232805,36.1083028,0.142167188,-0.501078548,-0.17945568,-0.057458019,-0.015893004,-0.041565015,-0.777128557,22,6,5,2,-1.327068616,0.473355113,0.155351965,-1.276220466,-0.385371483,-0.383515504,-0.54178884,-0.816294346,0.383736231,-0.370837772,-0.376125297,-0.698489747,-1.158823919,-0.053341994,-0.345600119,-0.352552376,0.014804457,-0.95289972,0.688196565,-0.209177687,-0.209883105,-1.022944113,-0.796228196,-0.715257396,-0.237326504,-0.237442805,-0.460924649,-1.077890272,-0.634832925,-0.441475116,-0.395240243,-0.390469734,-0.375008426,-0.25985734,-0.306068372,-0.393415352,-0.395786655,-0.381973744,-0.260774185,-0.306482945,-0.541342821,-0.697545748,0.014854769,-1.0240094,-0.470290246,-0.822797877,-1.163618126,-0.966090576,-0.819413494,-1.112767658,0.382531651,-0.056141422,0.687048312,-0.724448575,-0.638812161
23/06/2024,2024-06-23 00:00:00+00:00,0.015424273,-0.441475116,-0.44327648,-1.252104677,-2.1911071,-0.351116157,-0.343990632,-0.263380934,-0.341073818,-0.257732503,37.15921353,0.148412659,-0.534082463,-0.192834902,-0.064576029,-0.025629609,-0.038946419,-0.818306566,23,6,6,2,-4.00E-16,1.14624108,0.155351965,-1.276220466,-0.444702714,-0.445441494,-0.589057711,-0.227709304,1.028871863,-0.375647964,-0.373734067,-0.542217849,-0.814764272,0.384089756,-0.36126242,-0.36654669,-0.697793521,-1.15301533,-0.051716418,-0.221281294,-0.227602687,-0.416963341,-0.192209786,0.562476011,-0.223256202,-0.227901614,-0.984235536,0.376192624,-0.570683339,-0.519343193,-0.454340098,-0.395240243,-0.390469734,-0.271718504,-0.292352533,-0.455096807,-0.393415352,-0.395786655,-0.278135914,-0.29718406,-0.588600836,-0.541342821,-0.697545748,-0.418133961,-0.994271771,-0.236379639,-0.822797877,-1.163618126,-0.232705166,0.305110802,1.029199731,0.382531651,-0.056141422,0.560367746,-0.574544698
24/06/2024,2024-06-24 00:00:00+00:00,0.017438865,-0.519343193,-0.512981352,-1.092763422,-0.236379639,-0.088483222,-0.370587356,-0.264296952,-0.373486432,-0.267991746,33.56096791,0.151763134,-0.580145191,-0.214191029,-0.075628606,-0.035629409,-0.039999198,-0.879268942,24,6,0,2,-2.47E-17,1.14624108,0.155351965,-1.276220466,-0.431787365,-0.433574305,-1.252713972,-2.189659446,-0.348173011,-0.435239447,-0.43593385,-0.589496731,-0.222772299,1.028927942,-0.366094943,-0.364144245,-0.541547297,-0.80772956,0.38502253,-0.326682472,-0.333580784,0.016100664,-0.947232799,0.688458215,-0.189921224,-0.190542986,-1.013935105,-0.777045535,-0.720312265,-0.73784729,-0.441475116,-0.454340098,-0.395240243,-0.375008426,-0.25985734,-0.44327648,-0.455096807,-0.393415352,-0.381973744,-0.260774185,-1.252104677,-0.588600836,-0.541342821,0.014854769,-1.0240094,-2.1911071,-0.236379639,-0.822797877,-0.966090576,-0.819413494,-0.351116157,1.029199731,0.382531651,0.687048312,-0.724448575
25/06/2024,2024-06-25 00:00:00+00:00,0.002770638,-0.73784729,-0.740466161,0.038337742,-1.604688862,-0.029924853,-0.413765248,-0.269872885,-0.439733861,-0.286417454,25.96345304,0.158054726,-0.664697166,-0.25332122,-0.100856695,-0.048674866,-0.052181829,-1.009518915,25,6,1,2,1.327068616,0.473355113,0.155351965,-1.276220466,-0.509960296,-0.503555521,-1.093336113,-0.227709304,-0.086162452,-0.422267446,-0.424014193,-1.253293533,-2.196078877,-0.347482031,-0.425963078,-0.426635753,-0.588818411,-0.213627909,1.028839425,-0.342459812,-0.347678402,-0.696423705,-1.150588148,-0.050634476,-0.20208892,-0.208357119,-0.408835118,-0.17535606,0.562147474,-0.630268149,-0.519343193,-0.441475116,-0.454340098,-0.390469734,-0.271718504,-0.512981352,-0.44327648,-0.455096807,-0.395786655,-0.278135914,-1.092763422,-1.252104677,-0.588600836,-0.697545748,-0.418133961,-0.236379639,-2.1911071,-0.236379639,-1.163618126,-0.232705166,-0.088483222,-0.351116157,1.029199731,-0.056141422,0.560367746
26/06/2024,2024-06-26 00:00:00+00:00,0.062267593,-0.630268149,-0.629188812,-0.718337488,-1.751293421,-0.362322627,-0.447556809,-0.272016653,-0.474376459,-0.299901795,33.89771809,0.12175236,-0.70036646,-0.28930705,-0.110891115,-0.061118116,-0.049773,-1.067706938,26,6,2,2,1.327068616,-0.872416822,0.155351965,-1.276220466,-0.729319836,-0.731942191,0.038024887,-1.601074403,-0.027742852,-0.500783276,-0.494304816,-1.093881923,-0.222772299,-0.085592275,-0.412930855,-0.414660191,-1.25250616,-2.193966746,-0.345390598,-0.34732783,-0.345258222,-0.540193621,-0.799712431,0.385620288,-0.3080482,-0.314900713,0.023599435,-0.927467904,0.688595685,-0.708286953,-0.73784729,-0.519343193,-0.441475116,-0.395240243,-0.375008426,-0.740466161,-0.512981352,-0.44327648,-0.393415352,-0.381973744,0.038337742,-1.092763422,-1.252104677,-0.541342821,0.014854769,-1.604688862,-0.236379639,-2.1911071,-0.822797877,-0.966090576,-0.029924853,-0.088483222,-0.351116157,0.382531651,0.687048312
27/06/2024,2024-06-27 00:00:00+00:00,0.017229484,-0.708286953,-0.704971468,-0.653158094,-1.311479742,-0.91857968,-0.492399771,-0.274483183,-0.516905639,-0.315916899,31.27966447,0.089855091,-0.744993509,-0.327569209,-0.123712847,-0.073637062,-0.050075785,-1.140320622,27,6,3,2,1.63E-16,-1.545302789,0.155351965,-1.276220466,-0.621319523,-0.620223684,-0.718824166,-1.748220664,-0.359352924,-0.72110502,-0.723701249,0.037718663,-1.604086903,-0.02719961,-0.491811193,-0.485280486,-1.093120739,-0.213627909,-0.083915621,-0.407635692,-0.408211032,-0.587459853,-0.195992669,1.028723426,-0.323909081,-0.329073555,-0.68788929,-1.130039168,-0.053230907,-0.646152101,-0.630268149,-0.73784729,-0.519343193,-0.454340098,-0.390469734,-0.629188812,-0.740466161,-0.512981352,-0.455096807,-0.395786655,-0.718337488,0.038337742,-1.092763422,-0.588600836,-0.697545748,-1.751293421,-1.604688862,-0.236379639,-0.236379639,-1.163618126,-0.362322627,-0.029924853,-0.088483222,1.029199731,-0.056141422
28/06/2024,2024-06-28 00:00:00+00:00,-0.018231168,-0.646152101,-0.644564752,-0.799692433,-1.06713881,0.390861673,-0.52984313,-0.273952402,-0.540404996,-0.328867299,35.5489826,0.062172129,-0.776656693,-0.357242282,-0.127391903,-0.08438803,-0.043003873,-1.169772466,28,6,4,2,-1.327068616,-0.872416822,0.155351965,-1.276220466,-0.699643771,-0.69630678,-0.6536298,-1.306781882,-0.914291783,-0.612630972,-0.611488802,-0.719290666,-1.752084897,-0.35865679,-0.713155775,-0.715752817,0.038293939,-1.599865095,-0.025615438,-0.394507748,-0.396147069,-1.251079045,-2.208391875,-0.343983079,-0.328802875,-0.326640462,-0.531886284,-0.780516336,0.384637562,-0.74137455,-0.708286953,-0.630268149,-0.73784729,-0.441475116,-0.395240243,-0.704971468,-0.629188812,-0.740466161,-0.44327648,-0.393415352,-0.653158094,-0.718337488,0.038337742,-1.252104677,-0.541342821,-1.311479742,-1.751293421,-1.604688862,-2.1911071,-0.822797877,-0.91857968,-0.362322627,-0.029924853,-0.351116157,0.382531651
29/06/2024,2024-06-29 00:00:00+00:00,0.001828352,-0.74137455,-0.73814158,-0.599261517,0.007961293,1.254270914,-0.566479743,-0.278281783,-0.576944915,-0.345044054,32.24302151,0.035250288,-0.818524818,-0.391637265,-0.136418688,-0.094794162,-0.041624527,-1.225695466,29,6,5,2,-1.327068616,0.473355113,0.155351965,-1.276220466,-0.63726566,-0.635660581,-0.8001978,-1.061538114,0.392046512,-0.691298783,-0.687908283,-0.654082494,-1.308090917,-0.913339788,-0.604178139,-0.60301408,-0.718591023,-1.748390508,-0.356547658,-0.473967457,-0.467288672,-1.091710088,-0.195992669,-0.082797982,-0.389430069,-0.389929187,-0.579083815,-0.179124358,1.030119537,-0.699529812,-0.646152101,-0.708286953,-0.630268149,-0.519343193,-0.454340098,-0.644564752,-0.704971468,-0.629188812,-0.512981352,-0.455096807,-0.799692433,-0.653158094,-0.718337488,-1.092763422,-0.588600836,-1.06713881,-1.311479742,-1.751293421,-0.236379639,-0.236379639,0.390861673,-0.91857968,-0.362322627,-0.088483222,1.029199731
30/06/2024,2024-06-30 00:00:00+00:00,0.011034723,-0.699529812,-0.698874036,-1.067933504,-1.751293421,-0.257850583,-0.597385751,-0.278318133,-0.599233078,-0.358945456,35.09933516,-0.012724607,-0.83774751,-0.425236059,-0.138598285,-0.103554987,-0.035043299,-1.249233391,30,6,6,2,-4.00E-16,1.14624108,0.155351965,-1.276220466,-0.732860905,-0.729608394,-0.599720841,0.017534464,1.253409683,-0.628647055,-0.62699395,-0.800681533,-1.061427594,0.392396205,-0.683211164,-0.679791978,-0.653393563,-1.30281427,-0.910352152,-0.696937799,-0.699462313,0.03958772,-1.604672113,-0.024562433,-0.376232612,-0.37780085,-1.241738446,-2.183764283,-0.347664606,-0.556571665,-0.74137455,-0.646152101,-0.708286953,-0.73784729,-0.441475116,-0.73814158,-0.644564752,-0.704971468,-0.740466161,-0.44327648,-0.599261517,-0.799692433,-0.653158094,0.038337742,-1.252104677,0.007961293,-1.06713881,-1.311479742,-1.604688862,-2.1911071,1.254270914,0.390861673,-0.91857968,-0.029924853,-0.351116157
01/07/2024,2024-07-01 00:00:00+00:00,0.013669961,-0.556571665,-0.557200484,-0.853251761,-0.773929691,0.515541866,-0.613518893,-0.275325226,-0.591476458,-0.366695504,43.81368785,-0.075248699,-0.826894472,-0.451071585,-0.12732241,-0.108308471,-0.019013939,-1.208199076,1,7,0,3,-2.47E-17,1.14624108,-0.560801698,-1.084686167,-0.690852345,-0.690185175,-1.068500491,-1.748220664,-0.255128454,-0.724661621,-0.721357133,-0.600162119,0.023891024,1.253362235,-0.620268577,-0.618591949,-0.799968518,-1.055271915,0.393315823,-0.58715973,-0.585891356,-0.717219059,-1.755602054,-0.35512777,-0.456113061,-0.449322063,-1.082601129,-0.179124358,-0.085513386,-0.550040642,-0.699529812,-0.74137455,-0.646152101,-0.630268149,-0.519343193,-0.698874036,-0.73814158,-0.644564752,-0.629188812,-0.512981352,-1.067933504,-0.599261517,-0.799692433,-0.718337488,-1.092763422,-1.751293421,0.007961293,-1.06713881,-1.751293421,-0.236379639,-0.257850583,1.254270914,0.390861673,-0.362322627,-0.088483222
02/07/2024,2024-07-02 00:00:00+00:00,-0.016934801,-0.550040642,-0.549047944,-0.556832656,-0.431852385,0.378457899,-0.623088947,-0.273317998,-0.583942673,-0.373885509,44.18242248,-0.107846674,-0.828770425,-0.46830855,-0.116516074,-0.109949992,-0.006566082,-1.169246023,2,7,1,3,1.327068616,0.473355113,-0.560801698,-1.084686167,-0.547334517,-0.54794996,-0.853769432,-0.767245593,0.516431243,-0.682468794,-0.681759612,-1.069041042,-1.752084897,-0.254480374,-0.716728889,-0.713397707,-0.599482047,0.033914445,1.252918261,-0.666773246,-0.663236016,-0.652028334,-1.302812233,-0.908318298,-0.680264036,-0.682734578,0.047052352,-1.582372305,-0.027062424,-0.609462131,-0.556571665,-0.699529812,-0.74137455,-0.708286953,-0.73784729,-0.557200484,-0.698874036,-0.73814158,-0.704971468,-0.740466161,-0.853251761,-1.067933504,-0.599261517,-0.653158094,0.038337742,-0.773929691,-1.751293421,0.007961293,-1.311479742,-1.604688862,0.515541866,-0.257850583,1.254270914,-0.91857968,-0.029924853
03/07/2024,2024-07-03 00:00:00+00:00,0.030128656,-0.609462131,-0.610110771,-0.826972259,-0.578456945,0.033568743,-0.639887649,-0.274596579,-0.588582574,-0.383123808,41.51301596,-0.160712482,-0.823165799,-0.49193914,-0.111461929,-0.110252379,-0.00120955,-1.157610215,3,7,2,3,1.327068616,-0.872416822,-0.560801698,-1.084686167,-0.540777926,-0.539765098,-0.557282233,-0.423904318,0.379672132,-0.538321436,-0.538895535,-0.854264509,-0.765431608,0.516723587,-0.674340182,-0.673614469,-1.068283939,-1.748390508,-0.252536236,-0.603368351,-0.601584219,-0.798588148,-1.051262332,0.393904388,-0.56990469,-0.568557609,-0.708654418,-1.7327203,-0.358850521,-0.746910786,-0.550040642,-0.556571665,-0.699529812,-0.646152101,-0.630268149,-0.549047944,-0.557200484,-0.698874036,-0.644564752,-0.629188812,-0.556832656,-0.853251761,-1.067933504,-0.799692433,-0.718337488,-0.431852385,-0.773929691,-1.751293421,-1.06713881,-1.751293421,0.378457899,0.515541866,-0.257850583,0.390861673,-0.362322627
04/07/2024,2024-07-04 00:00:00+00:00,0.011635541,-0.746910786,-0.748253948,-0.38418954,-0.822797877,-0.017148747,-0.662644408,-0.276621642,-0.617369522,-0.397389964,36.08247431,-0.186623515,-0.846608249,-0.516615882,-0.117196472,-0.111641198,-0.005555274,-1.197585675,4,7,3,3,1.63E-16,-1.545302789,-0.560801698,-1.084686167,-0.60043205,-0.601070009,-0.827483893,-0.571050579,0.03560028,-0.531736085,-0.530674486,-0.557714524,-0.420102956,0.38002753,-0.529523623,-0.530080341,-0.853542691,-0.75822109,0.517446297,-0.700537157,-0.697089818,-0.598122387,0.055557231,1.252553841,-0.649939761,-0.646314979,-0.643558447,-1.281676317,-0.914087299,-0.980504952,-0.609462131,-0.550040642,-0.556571665,-0.74137455,-0.708286953,-0.610110771,-0.549047944,-0.557200484,-0.73814158,-0.704971468,-0.826972259,-0.556832656,-0.853251761,-0.599261517,-0.653158094,-0.578456945,-0.431852385,-0.773929691,0.007961293,-1.311479742,0.033568743,0.378457899,0.515541866,1.254270914,-0.91857968
05/07/2024,2024-07-05 00:00:00+00:00,-0.010590582,-0.980504952,-0.966486729,0.077216365,-2.005183494,-0.364366804,-0.686910174,-0.290430608,-0.683394146,-0.420257218,29.11232689,-0.178156467,-0.922518955,-0.550337711,-0.138988068,-0.117110572,-0.021877496,-1.314880631,5,7,4,3,-1.327068616,-0.872416822,-0.560801698,-1.084686167,-0.738418816,-0.739760852,-0.384599458,-0.816294346,-0.014997022,-0.591651877,-0.592250443,-0.827973404,-0.56810095,0.036114317,-0.5229077,-0.521820734,-0.557041426,-0.411661793,0.380966738,-0.657837108,-0.657012906,-1.066875853,-1.755602054,-0.251231658,-0.586199136,-0.584334208,-0.789905239,-1.031096326,0.392952305,-1.014854899,-0.746910786,-0.609462131,-0.550040642,-0.699529812,-0.646152101,-0.748253948,-0.610110771,-0.549047944,-0.698874036,-0.644564752,-0.38418954,-0.826972259,-0.556832656,-1.067933504,-0.799692433,-0.822797877,-0.578456945,-0.431852385,-1.751293421,-1.06713881,-0.017148747,0.033568743,0.378457899,-0.257850583,0.390861673
06/07/2024,2024-07-06 00:00:00+00:00,0.052323905,-1.014854899,-1.011162317,0.690674589,-0.003899579,0.858525556,-0.725368849,-0.303459281,-0.743659737,-0.443574775,28.24818517,-0.18255349,-0.990372169,-0.586462829,-0.157217513,-0.12513196,-0.032085553,-1.415375408,6,7,5,3,-1.327068616,0.473355113,-0.560801698,-1.084686167,-0.972927502,-0.958858814,0.076912441,-2.003048855,-0.361392257,-0.730243911,-0.731554478,-0.38499518,-0.814764272,-0.014459657,-0.58310165,-0.58368549,-0.827255905,-0.560187206,0.037598212,-0.511956882,-0.512419232,-0.852156788,-0.749402451,0.517897246,-0.683882452,-0.680349423,-0.589730851,0.071455632,1.2547779,-0.900896567,-0.980504952,-0.746910786,-0.609462131,-0.556571665,-0.74137455,-0.966486729,-0.748253948,-0.610110771,-0.557200484,-0.73814158,0.077216365,-0.38418954,-0.826972259,-0.853251761,-0.599261517,-2.005183494,-0.822797877,-0.578456945,-0.773929691,0.007961293,-0.364366804,-0.017148747,0.033568743,0.515541866,1.254270914
07/07/2024,2024-07-07 00:00:00+00:00,-0.012976369,-0.900896567,-0.900978441,-0.711528405,-1.118146039,0.973218484,-0.744629811,-0.316949135,-0.772248252,-0.461508962,35.12790378,-0.221686203,-1.015343378,-0.618514791,-0.160617495,-0.132229067,-0.028388428,-1.444822054,7,7,6,3,-4.00E-16,1.14624108,-0.560801698,-1.084686167,-1.00741193,-1.003711518,0.690511588,0.005629765,0.858602145,-0.965781251,-0.951621135,0.076614452,-2.008388121,-0.360695183,-0.722337094,-0.723642879,-0.384350457,-0.80772956,-0.012895663,-0.505292365,-0.504098654,-0.555686149,-0.39723259,0.381568993,-0.640956306,-0.640058662,-1.057802991,-1.7327203,-0.254570098,-1.080562908,-1.014854899,-0.980504952,-0.746910786,-0.550040642,-0.699529812,-1.011162317,-0.966486729,-0.748253948,-0.549047944,-0.698874036,0.690674589,0.077216365,-0.38418954,-0.556832656,-1.067933504,-0.003899579,-2.005183494,-0.822797877,-0.431852385,-1.751293421,0.858525556,-0.364366804,-0.017148747,0.378457899,-0.257850583
08/07/2024,2024-07-08 00:00:00+00:00,0.014245162,-1.080562908,-1.080449924,-0.7506437,-0.282461194,0.383750857,-0.788070891,-0.333817485,-0.828305462,-0.485785588,30.20986554,-0.247162408,-1.070751613,-0.658957011,-0.175783259,-0.140939905,-0.034843353,-1.531305729,8,7,0,3,-2.47E-17,1.14624108,-0.560801698,-1.084686167,-0.893007451,-0.89309082,-0.712013519,-1.112733814,0.973023279,-1.000416942,-0.996672146,0.69034354,0.011917417,0.858736728,-0.958967911,-0.944741677,0.077183338,-2.005607118,-0.358582822,-0.565928435,-0.566420086,-0.825872717,-0.54816253,0.038581137,-0.494303641,-0.494693439,-0.843396017,-0.730400338,0.517403812,-1.020567422,-0.900896567,-1.014854899,-0.980504952,-0.609462131,-0.556571665,-0.900978441,-1.011162317,-0.966486729,-0.610110771,-0.557200484,-0.711528405,0.690674589,0.077216365,-0.826972259,-0.853251761,-1.118146039,-0.003899579,-2.005183494,-0.578456945,-0.773929691,0.973218484,0.858525556,-0.364366804,0.033568743,0.515541866
09/07/2024,2024-07-09 00:00:00+00:00,0.033234715,-1.020567422,-1.014524037,0.023071694,-0.514595873,0.829286525,-0.815990178,-0.348476925,-0.863262182,-0.506757424,33.55518286,-0.272386075,-1.110083846,-0.691234961,-0.180876074,-0.148927139,-0.031948935,-1.569696985,9,7,1,3,1.327068616,0.473355113,-0.560801698,-1.084686167,-1.073377186,-1.073273815,-0.7511378,-0.27396113,0.384952547,-0.885510637,-0.885562362,-0.712478577,-1.112919632,0.973105107,-0.993764397,-0.990003983,0.690811598,0.021898168,0.858917759,-0.706186554,-0.707410618,-0.383013019,-0.799712431,-0.011856759,-0.487603835,-0.486328463,-0.547356294,-0.379588351,0.380571282,-0.919411331,-1.080562908,-0.900896567,-1.014854899,-0.746910786,-0.550040642,-1.080449924,-0.900978441,-1.011162317,-0.748253948,-0.549047944,-0.7506437,-0.711528405,0.690674589,-0.38418954,-0.556832656,-0.282461194,-1.118146039,-0.003899579,-0.822797877,-0.431852385,0.383750857,0.973218484,0.858525556,-0.017148747,0.378457899
